doctype,fieldname,fieldtype,part,source
Sales Invoice,customer_section,Section Break,option,fa fa-user
Sales Invoice,title,Data,label,Title
Sales Invoice,naming_series,Select,label,Series
Sales Invoice,naming_series,Select,option,فاکتور-فروش-.YYYY.-#####
Sales Invoice,naming_series,Select,option,ACC-SINV-.YYYY.-
Sales Invoice,naming_series,Select,option,ACC-SINV-RET-.YYYY.-
Sales Invoice,customer,Link,label,Customer
Sales Invoice,customer_name,Small Text,label,Customer Name
Sales Invoice,tax_id,Data,label,Tax Id
Sales Invoice,company,Link,label,Company
Sales Invoice,company_tax_id,Data,label,Company Tax ID
Sales Invoice,posting_date,Date,label,Date
Sales Invoice,posting_time,Time,label,Posting Time
Sales Invoice,set_posting_time,Check,label,Edit Posting Date and Time
Sales Invoice,due_date,Date,label,Payment Due Date
Sales Invoice,is_pos,Check,label,Include Payment (POS)
Sales Invoice,pos_profile,Link,label,POS Profile
Sales Invoice,is_consolidated,Check,label,Is Consolidated
Sales Invoice,is_return,Check,label,Is Return (Credit Note)
Sales Invoice,return_against,Link,label,Return Against
Sales Invoice,update_outstanding_for_self,Check,label,Update Outstanding for Self
Sales Invoice,update_outstanding_for_self,Check,description,"Credit Note will update it's own outstanding amount, even if 'Return Against' is specified."
Sales Invoice,update_billed_amount_in_sales_order,Check,label,Update Billed Amount in Sales Order
Sales Invoice,update_billed_amount_in_delivery_note,Check,label,Update Billed Amount in Delivery Note
Sales Invoice,is_debit_note,Check,label,Is Rate Adjustment Entry (Debit Note)
Sales Invoice,is_debit_note,Check,description,Issue a debit note with 0 qty against an existing Sales Invoice
Sales Invoice,amended_from,Link,label,Amended From
Sales Invoice,accounting_dimensions_section,Section Break,label,Accounting Dimensions
Sales Invoice,cost_center,Link,label,Cost Center
Sales Invoice,project,Link,label,Project
Sales Invoice,currency_and_price_list,Section Break,label,Currency and Price List
Sales Invoice,currency,Link,label,Currency
Sales Invoice,conversion_rate,Float,label,Exchange Rate
Sales Invoice,conversion_rate,Float,description,Rate at which Customer Currency is converted to customer's base currency
Sales Invoice,selling_price_list,Link,label,Price List
Sales Invoice,price_list_currency,Link,label,Price List Currency
Sales Invoice,plc_conversion_rate,Float,label,Price List Exchange Rate
Sales Invoice,plc_conversion_rate,Float,description,Rate at which Price list currency is converted to customer's base currency
Sales Invoice,ignore_pricing_rule,Check,label,Ignore Pricing Rule
Sales Invoice,items_section,Section Break,label,Items
Sales Invoice,items_section,Section Break,option,fa fa-shopping-cart
Sales Invoice,scan_barcode,Data,label,Scan Barcode
Sales Invoice,update_stock,Check,label,Update Stock
Sales Invoice,last_scanned_warehouse,Data,label,Last Scanned Warehouse
Sales Invoice,set_warehouse,Link,label,Source Warehouse
Sales Invoice,set_target_warehouse,Link,label,Set Target Warehouse
Sales Invoice,items,Table,label,Items
Sales Invoice,total_qty,Float,label,Total Quantity
Sales Invoice,total_net_weight,Float,label,Total Net Weight
Sales Invoice,base_total,Currency,label,Total (Company Currency)
Sales Invoice,base_net_total,Currency,label,Net Total (Company Currency)
Sales Invoice,total,Currency,label,Total
Sales Invoice,net_total,Currency,label,Net Total
Sales Invoice,taxes_section,Section Break,label,Taxes and Charges
Sales Invoice,taxes_section,Section Break,option,fa fa-money
Sales Invoice,tax_category,Link,label,Tax Category
Sales Invoice,taxes_and_charges,Link,label,Sales Taxes and Charges Template
Sales Invoice,shipping_rule,Link,label,Shipping Rule
Sales Invoice,incoterm,Link,label,Incoterm
Sales Invoice,named_place,Data,label,Named Place
Sales Invoice,taxes,Table,label,Sales Taxes and Charges
Sales Invoice,base_total_taxes_and_charges,Currency,label,Total Taxes and Charges (Company Currency)
Sales Invoice,total_taxes_and_charges,Currency,label,Total Taxes and Charges
Sales Invoice,totals,Section Break,label,Totals
Sales Invoice,totals,Section Break,option,fa fa-money
Sales Invoice,base_grand_total,Currency,label,Grand Total (Company Currency)
Sales Invoice,base_rounding_adjustment,Currency,label,Rounding Adjustment (Company Currency)
Sales Invoice,base_rounded_total,Currency,label,Rounded Total (Company Currency)
Sales Invoice,base_in_words,Small Text,label,In Words (Company Currency)
Sales Invoice,base_in_words,Small Text,description,In Words will be visible once you save the Sales Invoice.
Sales Invoice,grand_total,Currency,label,Grand Total
Sales Invoice,rounding_adjustment,Currency,label,Rounding Adjustment
Sales Invoice,use_company_roundoff_cost_center,Check,label,Use Company default Cost Center for Round off
Sales Invoice,rounded_total,Currency,label,Rounded Total
Sales Invoice,in_words,Small Text,label,In Words
Sales Invoice,total_advance,Currency,label,Total Advance
Sales Invoice,outstanding_amount,Currency,label,Outstanding Amount
Sales Invoice,disable_rounded_total,Check,label,Disable Rounded Total
Sales Invoice,section_break_49,Section Break,label,Additional Discount
Sales Invoice,apply_discount_on,Select,label,Apply Additional Discount On
Sales Invoice,apply_discount_on,Select,option,Grand Total
Sales Invoice,apply_discount_on,Select,option,Net Total
Sales Invoice,base_discount_amount,Currency,label,Additional Discount Amount (Company Currency)
Sales Invoice,is_cash_or_non_trade_discount,Check,label,Is Cash or Non Trade Discount
Sales Invoice,additional_discount_account,Link,label,Discount Account
Sales Invoice,additional_discount_percentage,Float,label,Additional Discount Percentage
Sales Invoice,discount_amount,Currency,label,Additional Discount Amount
Sales Invoice,sec_tax_breakup,Section Break,label,Tax Breakup
Sales Invoice,other_charges_calculation,Text Editor,label,Taxes and Charges Calculation
Sales Invoice,pricing_rule_details,Section Break,label,Pricing Rules
Sales Invoice,pricing_rules,Table,label,Pricing Rule Detail
Sales Invoice,packing_list,Section Break,label,Packing List
Sales Invoice,packing_list,Section Break,option,fa fa-suitcase
Sales Invoice,packed_items,Table,label,Packed Items
Sales Invoice,product_bundle_help,HTML,label,Product Bundle Help
Sales Invoice,time_sheet_list,Section Break,label,Time Sheet List
Sales Invoice,timesheets,Table,label,Time Sheets
Sales Invoice,total_billing_hours,Float,label,Total Billing Hours
Sales Invoice,total_billing_amount,Currency,label,Total Billing Amount
Sales Invoice,payments_tab,Tab Break,label,Payments
Sales Invoice,payments_section,Section Break,label,Payments
Sales Invoice,payments_section,Section Break,option,fa fa-money
Sales Invoice,cash_bank_account,Link,label,Cash/Bank Account
Sales Invoice,payments,Table,label,Sales Invoice Payment
Sales Invoice,base_paid_amount,Currency,label,Paid Amount (Company Currency)
Sales Invoice,paid_amount,Currency,label,Paid Amount
Sales Invoice,section_break_88,Section Break,label,Changes
Sales Invoice,base_change_amount,Currency,label,Base Change Amount (Company Currency)
Sales Invoice,change_amount,Currency,label,Change Amount
Sales Invoice,account_for_change_amount,Link,label,Account for Change Amount
Sales Invoice,advances_section,Section Break,label,Advance Payments
Sales Invoice,advances_section,Section Break,option,fa fa-money
Sales Invoice,allocate_advances_automatically,Check,label,Allocate Advances Automatically (FIFO)
Sales Invoice,only_include_allocated_payments,Check,label,Only Include Allocated Payments
Sales Invoice,only_include_allocated_payments,Check,description,Advance payments allocated against orders will only be fetched
Sales Invoice,get_advances,Button,label,Get Advances Received
Sales Invoice,advances,Table,label,Advances
Sales Invoice,write_off_section,Section Break,label,Write Off
Sales Invoice,write_off_amount,Currency,label,Write Off Amount
Sales Invoice,base_write_off_amount,Currency,label,Write Off Amount (Company Currency)
Sales Invoice,write_off_outstanding_amount_automatically,Check,label,Write Off Outstanding Amount
Sales Invoice,write_off_account,Link,label,Write Off Account
Sales Invoice,write_off_cost_center,Link,label,Write Off Cost Center
Sales Invoice,loyalty_points_redemption,Section Break,label,Loyalty Points Redemption
Sales Invoice,redeem_loyalty_points,Check,label,Redeem Loyalty Points
Sales Invoice,loyalty_points,Int,label,Loyalty Points
Sales Invoice,loyalty_amount,Currency,label,Loyalty Amount
Sales Invoice,loyalty_program,Link,label,Loyalty Program
Sales Invoice,loyalty_redemption_account,Link,label,Redemption Account
Sales Invoice,loyalty_redemption_cost_center,Link,label,Redemption Cost Center
Sales Invoice,contact_and_address_tab,Tab Break,label,Address & Contact
Sales Invoice,address_and_contact,Section Break,label,Billing Address
Sales Invoice,customer_address,Link,label,Customer Address
Sales Invoice,address_display,Small Text,label,Address
Sales Invoice,contact_person,Link,label,Contact Person
Sales Invoice,contact_display,Small Text,label,Contact
Sales Invoice,contact_mobile,Small Text,label,Mobile No
Sales Invoice,contact_email,Data,label,Contact Email
Sales Invoice,territory,Link,label,Territory
Sales Invoice,shipping_address_section,Section Break,label,Shipping Address
Sales Invoice,shipping_address_name,Link,label,Shipping Address Name
Sales Invoice,shipping_address,Small Text,label,Shipping Address
Sales Invoice,dispatch_address_name,Link,label,Dispatch Address Name
Sales Invoice,dispatch_address,Small Text,label,Dispatch Address
Sales Invoice,company_address_section,Section Break,label,Company Address
Sales Invoice,company_address,Link,label,Company Address Name
Sales Invoice,company_address_display,Small Text,label,Company Address
Sales Invoice,company_contact_person,Link,label,Company Contact Person
Sales Invoice,terms_tab,Tab Break,label,Terms
Sales Invoice,payment_schedule_section,Section Break,label,Payment Terms
Sales Invoice,ignore_default_payment_terms_template,Check,label,Ignore Default Payment Terms Template
Sales Invoice,payment_terms_template,Link,label,Payment Terms Template
Sales Invoice,payment_schedule,Table,label,Payment Schedule
Sales Invoice,terms_section_break,Section Break,label,Terms and Conditions
Sales Invoice,tc_name,Link,label,Terms
Sales Invoice,terms,Text Editor,label,Terms and Conditions Details
Sales Invoice,more_info_tab,Tab Break,label,More Info
Sales Invoice,customer_po_details,Section Break,label,Customer PO Details
Sales Invoice,po_no,Data,label,Customer's Purchase Order
Sales Invoice,po_date,Date,label,Customer's Purchase Order Date
Sales Invoice,more_info,Section Break,label,Accounting Details
Sales Invoice,more_info,Section Break,option,fa fa-file-text
Sales Invoice,debit_to,Link,label,Debit To
Sales Invoice,party_account_currency,Link,label,Party Account Currency
Sales Invoice,is_opening,Select,label,Is Opening Entry
Sales Invoice,is_opening,Select,option,No
Sales Invoice,is_opening,Select,option,Yes
Sales Invoice,unrealized_profit_loss_account,Link,label,Unrealized Profit / Loss Account
Sales Invoice,unrealized_profit_loss_account,Link,description,Unrealized Profit / Loss account for intra-company transfers
Sales Invoice,against_income_account,Small Text,label,Against Income Account
Sales Invoice,sales_team_section_break,Section Break,label,Commission
Sales Invoice,sales_team_section_break,Section Break,option,fa fa-group
Sales Invoice,sales_partner,Link,label,Sales Partner
Sales Invoice,amount_eligible_for_commission,Currency,label,Amount Eligible for Commission
Sales Invoice,commission_rate,Float,label,Commission Rate (%)
Sales Invoice,total_commission,Currency,label,Total Commission
Sales Invoice,section_break2,Section Break,label,Sales Team
Sales Invoice,sales_team,Table,label,Sales Contributions and Incentives
Sales Invoice,edit_printing_settings,Section Break,label,Print Settings
Sales Invoice,letter_head,Link,label,Letter Head
Sales Invoice,group_same_items,Check,label,Group same items
Sales Invoice,select_print_heading,Link,label,Print Heading
Sales Invoice,language,Data,label,Print Language
Sales Invoice,subscription_section,Section Break,label,Subscription
Sales Invoice,subscription,Link,label,Subscription
Sales Invoice,from_date,Date,label,From Date
Sales Invoice,auto_repeat,Link,label,Auto Repeat
Sales Invoice,to_date,Date,label,To Date
Sales Invoice,update_auto_repeat_reference,Button,label,Update Auto Repeat Reference
Sales Invoice,more_information,Section Break,label,Additional Info
Sales Invoice,status,Select,label,Status
Sales Invoice,status,Select,option,Draft
Sales Invoice,status,Select,option,Return
Sales Invoice,status,Select,option,Credit Note Issued
Sales Invoice,status,Select,option,Submitted
Sales Invoice,status,Select,option,Paid
Sales Invoice,status,Select,option,Partly Paid
Sales Invoice,status,Select,option,Unpaid
Sales Invoice,status,Select,option,Unpaid and Discounted
Sales Invoice,status,Select,option,Partly Paid and Discounted
Sales Invoice,status,Select,option,Overdue and Discounted
Sales Invoice,status,Select,option,Overdue
Sales Invoice,status,Select,option,Cancelled
Sales Invoice,status,Select,option,Internal Transfer
Sales Invoice,inter_company_invoice_reference,Link,label,Inter Company Invoice Reference
Sales Invoice,campaign,Link,label,Campaign
Sales Invoice,represents_company,Link,label,Represents Company
Sales Invoice,represents_company,Link,description,Company which internal customer represents
Sales Invoice,source,Link,label,Source
Sales Invoice,customer_group,Link,label,Customer Group
Sales Invoice,is_internal_customer,Check,label,Is Internal Customer
Sales Invoice,is_discounted,Check,label,Is Discounted
Sales Invoice,remarks,Small Text,label,Remarks
Sales Invoice,connections_tab,Tab Break,label,Connections
Buying Settings,supplier_and_price_defaults_section,Tab Break,label,Naming Series and Price Defaults
Buying Settings,supp_master_name,Select,label,Supplier Naming By
Buying Settings,supp_master_name,Select,option,Supplier Name
Buying Settings,supp_master_name,Select,option,Naming Series
Buying Settings,supp_master_name,Select,option,Auto Name
Buying Settings,supplier_group,Link,label,Default Supplier Group
Buying Settings,buying_price_list,Link,label,Default Buying Price List
Buying Settings,maintain_same_rate_action,Select,label,Action If Same Rate is Not Maintained
Buying Settings,maintain_same_rate_action,Select,description,Configure the action to stop the transaction or just warn if the same rate is not maintained.
Buying Settings,maintain_same_rate_action,Select,option,Stop
Buying Settings,maintain_same_rate_action,Select,option,Warn
Buying Settings,role_to_override_stop_action,Link,label,Role Allowed to Override Stop Action
Buying Settings,po_required,Select,label,Is Purchase Order Required for Purchase Invoice & Receipt Creation?
Buying Settings,po_required,Select,option,No
Buying Settings,po_required,Select,option,Yes
Buying Settings,blanket_order_allowance,Float,label,Blanket Order Allowance (%)
Buying Settings,blanket_order_allowance,Float,description,Percentage you are allowed to order beyond the Blanket Order quantity.
Buying Settings,pr_required,Select,label,Is Purchase Receipt Required for Purchase Invoice Creation?
Buying Settings,pr_required,Select,option,No
Buying Settings,pr_required,Select,option,Yes
Buying Settings,project_update_frequency,Select,label,Update frequency of Project
Buying Settings,project_update_frequency,Select,description,How often should Project be updated of Total Purchase Cost ?
Buying Settings,project_update_frequency,Select,option,Each Transaction
Buying Settings,project_update_frequency,Select,option,Manual
Buying Settings,transaction_settings_section,Tab Break,label,Transaction Settings
Buying Settings,set_landed_cost_based_on_purchase_invoice_rate,Check,label,Set Landed Cost Based on Purchase Invoice Rate
Buying Settings,set_landed_cost_based_on_purchase_invoice_rate,Check,description,Users can enable the checkbox If they want to adjust the incoming rate (set using purchase receipt) based on the purchase invoice rate.
Buying Settings,allow_zero_qty_in_supplier_quotation,Check,label,Allow Supplier Quotation with Zero Quantity
Buying Settings,allow_zero_qty_in_supplier_quotation,Check,description,Allows users to submit Supplier Quotations with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.
Buying Settings,use_transaction_date_exchange_rate,Check,label,Use Transaction Date Exchange Rate
Buying Settings,use_transaction_date_exchange_rate,Check,description,"While making Purchase Invoice from Purchase Order, use Exchange Rate on Invoice's transaction date rather than inheriting it from Purchase Order. Only applies for Purchase Invoice."
Buying Settings,allow_zero_qty_in_request_for_quotation,Check,label,Allow Request for Quotation with Zero Quantity
Buying Settings,allow_zero_qty_in_request_for_quotation,Check,description,Allows users to submit Request for Quotations with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.
Buying Settings,maintain_same_rate,Check,label,Maintain Same Rate Throughout the Purchase Cycle
Buying Settings,allow_multiple_items,Check,label,Allow Item To Be Added Multiple Times in a Transaction
Buying Settings,bill_for_rejected_quantity_in_purchase_invoice,Check,label,Bill for Rejected Quantity in Purchase Invoice
Buying Settings,bill_for_rejected_quantity_in_purchase_invoice,Check,description,"If checked, Rejected Quantity will be included while making Purchase Invoice from Purchase Receipt."
Buying Settings,set_valuation_rate_for_rejected_materials,Check,label,Set Valuation Rate for Rejected Materials
Buying Settings,set_valuation_rate_for_rejected_materials,Check,description,"If enabled, the system will generate an accounting entry for materials rejected in the Purchase Receipt."
Buying Settings,disable_last_purchase_rate,Check,label,Disable Last Purchase Rate
Buying Settings,show_pay_button,Check,label,Show Pay Button in Purchase Order Portal
Buying Settings,allow_zero_qty_in_purchase_order,Check,label,Allow Purchase Order with Zero Quantity
Buying Settings,allow_zero_qty_in_purchase_order,Check,description,Allows users to submit Purchase Orders with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.
Buying Settings,subcontract,Tab Break,label,Subcontracting Settings
Buying Settings,backflush_raw_materials_of_subcontract_based_on,Select,label,Backflush Raw Materials of Subcontract Based On
Buying Settings,backflush_raw_materials_of_subcontract_based_on,Select,option,BOM
Buying Settings,backflush_raw_materials_of_subcontract_based_on,Select,option,Material Transferred for Subcontract
Buying Settings,over_transfer_allowance,Float,label,Over Transfer Allowance (%)
Buying Settings,over_transfer_allowance,Float,description,Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to transfer 110 units.
Buying Settings,auto_create_subcontracting_order,Check,label,Auto Create Subcontracting Order
Buying Settings,auto_create_subcontracting_order,Check,description,Subcontracting Order (Draft) will be auto-created on submission of Purchase Order.
Buying Settings,auto_create_purchase_receipt,Check,label,Auto Create Purchase Receipt
Buying Settings,auto_create_purchase_receipt,Check,description,Purchase Receipt (Draft) will be auto-created on submission of Subcontracting Receipt.
Buying Settings,request_for_quotation_tab,Tab Break,label,Request for Quotation
Buying Settings,fixed_email,Link,label,Fixed Outgoing Email Account
Buying Settings,fixed_email,Link,description,"If set, the system does not use the user's Email or the standard outgoing Email account for sending request for quotations."
Item,,DocType,doctype_description,"A Product or a Service that is bought, sold or kept in stock."
Item,details,Tab Break,label,Details
Item,details,Tab Break,option,fa fa-flag
Item,naming_series,Select,label,Series
Item,naming_series,Select,option,STO-ITEM-.YYYY.-
Item,item_code,Data,label,Item Code
Item,item_name,Data,label,Item Name
Item,item_group,Link,label,Item Group
Item,stock_uom,Link,label,Default Unit of Measure
Item,disabled,Check,label,Disabled
Item,allow_alternative_item,Check,label,Allow Alternative Item
Item,is_stock_item,Check,label,Maintain Stock
Item,has_variants,Check,label,Has Variants
Item,has_variants,Check,description,"If this item has variants, then it cannot be selected in sales orders etc."
Item,opening_stock,Float,label,Opening Stock
Item,valuation_rate,Currency,label,Valuation Rate
Item,standard_rate,Currency,label,Standard Selling Rate
Item,is_fixed_asset,Check,label,Is Fixed Asset
Item,auto_create_assets,Check,label,Auto Create Assets on Purchase
Item,is_grouped_asset,Check,label,Create Grouped Asset
Item,asset_category,Link,label,Asset Category
Item,asset_naming_series,Select,label,Asset Naming Series
Item,over_delivery_receipt_allowance,Float,label,Over Delivery/Receipt Allowance (%)
Item,over_billing_allowance,Float,label,Over Billing Allowance (%)
Item,image,Attach Image,label,Image
Item,section_break_11,Section Break,label,Description
Item,description,Text Editor,label,Description
Item,brand,Link,label,Brand
Item,unit_of_measure_conversion,Section Break,label,Units of Measure
Item,uoms,Table,label,UOMs
Item,uoms,Table,description,Will also apply for variants
Item,dashboard_tab,Tab Break,label,Dashboard
Item,inventory_section,Tab Break,label,Inventory
Item,inventory_section,Tab Break,option,fa fa-truck
Item,inventory_settings_section,Section Break,label,Inventory Settings
Item,shelf_life_in_days,Int,label,Shelf Life In Days
Item,end_of_life,Date,label,End of Life
Item,default_material_request_type,Select,label,Default Material Request Type
Item,default_material_request_type,Select,option,Purchase
Item,default_material_request_type,Select,option,Material Transfer
Item,default_material_request_type,Select,option,Material Issue
Item,default_material_request_type,Select,option,Manufacture
Item,default_material_request_type,Select,option,Customer Provided
Item,valuation_method,Select,label,Valuation Method
Item,valuation_method,Select,option,FIFO
Item,valuation_method,Select,option,Moving Average
Item,valuation_method,Select,option,LIFO
Item,warranty_period,Data,label,Warranty Period (in days)
Item,weight_per_unit,Float,label,Weight Per Unit
Item,weight_uom,Link,label,Weight UOM
Item,allow_negative_stock,Check,label,Allow Negative Stock
Item,sb_barcodes,Section Break,label,Barcodes
Item,barcodes,Table,label,Barcodes
Item,reorder_section,Section Break,label,Auto re-order
Item,reorder_section,Section Break,option,fa fa-rss
Item,reorder_levels,Table,label,Reorder level based on Warehouse
Item,reorder_levels,Table,description,Will also apply for variants unless overrridden
Item,serial_nos_and_batches,Section Break,label,Serial Nos and Batches
Item,has_batch_no,Check,label,Has Batch No
Item,create_new_batch,Check,label,Automatically Create New Batch
Item,batch_number_series,Data,label,Batch Number Series
Item,batch_number_series,Data,description,"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings."
Item,has_expiry_date,Check,label,Has Expiry Date
Item,retain_sample,Check,label,Retain Sample
Item,sample_quantity,Int,label,Max Sample Quantity
Item,sample_quantity,Int,description,Maximum sample quantity that can be retained
Item,has_serial_no,Check,label,Has Serial No
Item,serial_no_series,Data,label,Serial Number Series
Item,serial_no_series,Data,description,"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank."
Item,variants_section,Tab Break,label,Variants
Item,variant_of,Link,label,Variant Of
Item,variant_of,Link,description,"If item is a variant of another item then description, image, pricing, taxes etc will be set from the template unless explicitly specified"
Item,variant_based_on,Select,label,Variant Based On
Item,variant_based_on,Select,option,Item Attribute
Item,variant_based_on,Select,option,Manufacturer
Item,attributes,Table,label,Variant Attributes
Item,accounting,Tab Break,label,Accounting
Item,deferred_accounting_section,Section Break,label,Deferred Accounting
Item,enable_deferred_expense,Check,label,Enable Deferred Expense
Item,no_of_months_exp,Int,label,No of Months (Expense)
Item,enable_deferred_revenue,Check,label,Enable Deferred Revenue
Item,no_of_months,Int,label,No of Months (Revenue)
Item,item_defaults,Table,label,Item Defaults
Item,purchasing_tab,Tab Break,label,Purchasing
Item,purchase_uom,Link,label,Default Purchase Unit of Measure
Item,min_order_qty,Float,label,Minimum Order Qty
Item,min_order_qty,Float,description,Minimum quantity should be as per Stock UOM
Item,safety_stock,Float,label,Safety Stock
Item,is_purchase_item,Check,label,Allow Purchase
Item,lead_time_days,Int,label,Lead Time in days
Item,lead_time_days,Int,description,Average time taken by the supplier to deliver
Item,last_purchase_rate,Float,label,Last Purchase Rate
Item,is_customer_provided_item,Check,label,Is Customer Provided Item
Item,customer,Link,label,Customer
Item,supplier_details,Section Break,label,Supplier Details
Item,delivered_by_supplier,Check,label,Delivered by Supplier (Drop Ship)
Item,supplier_items,Table,label,Supplier Items
Item,foreign_trade_details,Section Break,label,Foreign Trade Details
Item,country_of_origin,Link,label,Country of Origin
Item,customs_tariff_number,Link,label,Customs Tariff Number
Item,sales_details,Tab Break,label,Sales
Item,sales_details,Tab Break,option,fa fa-tag
Item,sales_uom,Link,label,Default Sales Unit of Measure
Item,grant_commission,Check,label,Grant Commission
Item,is_sales_item,Check,label,Allow Sales
Item,max_discount,Float,label,Max Discount (%)
Item,customer_details,Section Break,label,Customer Details
Item,customer_items,Table,label,Customer Items
Item,item_tax_section_break,Tab Break,label,Tax
Item,item_tax_section_break,Tab Break,option,fa fa-money
Item,taxes,Table,label,Taxes
Item,taxes,Table,description,Will also apply for variants
Item,quality_tab,Tab Break,label,Quality
Item,inspection_required_before_purchase,Check,label,Inspection Required before Purchase
Item,quality_inspection_template,Link,label,Quality Inspection Template
Item,inspection_required_before_delivery,Check,label,Inspection Required before Delivery
Item,manufacturing,Tab Break,label,Manufacturing
Item,manufacturing,Tab Break,option,fa fa-cogs
Item,include_item_in_manufacturing,Check,label,Include Item In Manufacturing
Item,is_sub_contracted_item,Check,label,Supply Raw Materials for Purchase
Item,is_sub_contracted_item,Check,description,If subcontracted to a vendor
Item,default_bom,Link,label,Default BOM
Item,customer_code,Small Text,label,Customer Code
Item,default_item_manufacturer,Link,label,Default Item Manufacturer
Item,default_manufacturer_part_no,Data,label,Default Manufacturer Part No
Item,total_projected_qty,Float,label,Total Projected Qty
Purchase Receipt,supplier_section,Section Break,option,fa fa-user
Purchase Receipt,title,Data,label,Title
Purchase Receipt,naming_series,Select,label,Series
Purchase Receipt,naming_series,Select,option,رسید-خرید-.YYYY.-#####
Purchase Receipt,naming_series,Select,option,MAT-PRE-.YYYY.-
Purchase Receipt,naming_series,Select,option,MAT-PR-RET-.YYYY.-
Purchase Receipt,supplier,Link,label,Supplier
Purchase Receipt,supplier_name,Data,label,Supplier Name
Purchase Receipt,supplier_delivery_note,Data,label,Supplier Delivery Note
Purchase Receipt,subcontracting_receipt,Link,label,Subcontracting Receipt
Purchase Receipt,posting_date,Date,label,Date
Purchase Receipt,posting_time,Time,label,Posting Time
Purchase Receipt,set_posting_time,Check,label,Edit Posting Date and Time
Purchase Receipt,company,Link,label,Company
Purchase Receipt,apply_putaway_rule,Check,label,Apply Putaway Rule
Purchase Receipt,is_return,Check,label,Is Return
Purchase Receipt,return_against,Link,label,Return Against Purchase Receipt
Purchase Receipt,accounting_dimensions_section,Section Break,label,Accounting Dimensions
Purchase Receipt,cost_center,Link,label,Cost Center
Purchase Receipt,project,Link,label,Project
Purchase Receipt,currency_and_price_list,Section Break,label,Currency and Price List
Purchase Receipt,currency_and_price_list,Section Break,option,fa fa-tag
Purchase Receipt,currency,Link,label,Currency
Purchase Receipt,conversion_rate,Float,label,Exchange Rate
Purchase Receipt,conversion_rate,Float,description,Rate at which supplier's currency is converted to company's base currency
Purchase Receipt,buying_price_list,Link,label,Price List
Purchase Receipt,price_list_currency,Link,label,Price List Currency
Purchase Receipt,plc_conversion_rate,Float,label,Price List Exchange Rate
Purchase Receipt,ignore_pricing_rule,Check,label,Ignore Pricing Rule
Purchase Receipt,sec_warehouse,Section Break,label,Items
Purchase Receipt,scan_barcode,Data,label,Scan Barcode
Purchase Receipt,last_scanned_warehouse,Data,label,Last Scanned Warehouse
Purchase Receipt,set_warehouse,Link,label,Accepted Warehouse
Purchase Receipt,set_from_warehouse,Link,label,Set From Warehouse
Purchase Receipt,rejected_warehouse,Link,label,Rejected Warehouse
Purchase Receipt,is_subcontracted,Check,label,Is Subcontracted
Purchase Receipt,supplier_warehouse,Link,label,Supplier Warehouse
Purchase Receipt,items_section,Section Break,option,fa fa-shopping-cart
Purchase Receipt,items,Table,label,Items
Purchase Receipt,total_qty,Float,label,Total Quantity
Purchase Receipt,total_net_weight,Float,label,Total Net Weight
Purchase Receipt,base_total,Currency,label,Total (Company Currency)
Purchase Receipt,base_net_total,Currency,label,Net Total (Company Currency)
Purchase Receipt,total,Currency,label,Total
Purchase Receipt,net_total,Currency,label,Net Total
Purchase Receipt,tax_withholding_net_total,Currency,label,Tax Withholding Net Total
Purchase Receipt,base_tax_withholding_net_total,Currency,label,Base Tax Withholding Net Total
Purchase Receipt,taxes_charges_section,Section Break,label,Taxes and Charges
Purchase Receipt,tax_category,Link,label,Tax Category
Purchase Receipt,taxes_and_charges,Link,label,Purchase Taxes and Charges Template
Purchase Receipt,shipping_rule,Link,label,Shipping Rule
Purchase Receipt,incoterm,Link,label,Incoterm
Purchase Receipt,named_place,Data,label,Named Place
Purchase Receipt,taxes,Table,label,Purchase Taxes and Charges
Purchase Receipt,totals,Section Break,option,fa fa-money
Purchase Receipt,base_taxes_and_charges_added,Currency,label,Taxes and Charges Added (Company Currency)
Purchase Receipt,base_taxes_and_charges_deducted,Currency,label,Taxes and Charges Deducted (Company Currency)
Purchase Receipt,base_total_taxes_and_charges,Currency,label,Total Taxes and Charges (Company Currency)
Purchase Receipt,taxes_and_charges_added,Currency,label,Taxes and Charges Added
Purchase Receipt,taxes_and_charges_deducted,Currency,label,Taxes and Charges Deducted
Purchase Receipt,total_taxes_and_charges,Currency,label,Total Taxes and Charges
Purchase Receipt,section_break_46,Section Break,label,Totals
Purchase Receipt,base_grand_total,Currency,label,Grand Total (Company Currency)
Purchase Receipt,base_rounding_adjustment,Currency,label,Rounding Adjustment (Company Currency)
Purchase Receipt,base_rounded_total,Currency,label,Rounded Total (Company Currency)
Purchase Receipt,base_in_words,Data,label,In Words (Company Currency)
Purchase Receipt,grand_total,Currency,label,Grand Total
Purchase Receipt,rounding_adjustment,Currency,label,Rounding Adjustment
